"","Org.name","Org.code","Number.to.whom.case.finding.is.applied","Number.of.emergency.admissions","Percentage.to.whom.case.finding.is.applied","Number.who.had.a.diagnostic.assessment","Number.with.positive.case.finding.question","Percentage.with.a..diagnostic.assessment","Number.of.cases.referred","Number.with.a.positive.or.inconclusive.diagnostic.assessment","Percentage.of.cases.referred","month","url","revised"
"3644","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","RDE","537","542","99%","143","143","100%","96","100","96%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3645","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","RJR","318","332","96%","8","8","100%","5","5","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3646","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","RXP","641","718","89%","37","39","95%","15","15","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3647","DERBY HOSPITALS NHS FOUNDATION TRUST","RTG","407","467","87%","32","87","37%","6","22","27%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3648","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","RP5","718","796","90%","12","12","100%","12","12","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3649","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","RBD","143","235","61%","16","16","100%","5","13","38%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3650","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","RVV","683","689","99%","82","84","98%","47","49","96%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3651","FRIMLEY HEALTH NHS FOUNDATION TRUST","RDU","767","797","96%","99","100","99%","42","42","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3652","GATESHEAD HEALTH NHS FOUNDATION TRUST","RR7","307","338","91%","69","69","100%","36","36","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3653","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","RTE","635","726","87%","80","80","100%","41","41","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3654","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","RN3","445","451","99%","76","76","100%","56","56","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3655","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","RJ1","154","159","97%","34","46","74%","7","7","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3656","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","RN5","574","574","100%","72","76","95%","34","35","97%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3657","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","RCD","154","158","97%","15","15","100%","8","8","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3658","HEART OF ENGLAND NHS FOUNDATION TRUST","RR1","1245","1379","90%","55","61","90%","14","14","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3659","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RQX","100","164","61%","49","49","100%","16","23","70%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3660","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGP","183","202","91%","30","33","91%","6","6","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3661","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","RNQ","31","110","28%","14","31","45%","7","9","78%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3662","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","RJZ","344","472","73%","111","114","97%","77","78","99%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3663","KINGSTON HOSPITAL NHS FOUNDATION TRUST","RAX","149","375","40%","34","56","61%","14","23","61%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3664","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN","439","477","92%","167","170","98%","130","134","97%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3665","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","RBQ","28","30","93%","5","5","100%","3","3","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3666","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","REP","0","2","0%","0","0","-","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3667","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RC9","290","343","85%","17","17","100%","10","10","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3668","MEDWAY NHS FOUNDATION TRUST","RPA","331","355","93%","25","27","93%","25","25","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3669","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","RBT","193","202","96%","14","14","100%","14","14","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3670","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","RD8","200","213","94%","68","68","100%","18","19","95%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3671","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","RP6","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3672","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RM1","627","658","95%","41","45","91%","41","41","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3673","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","RVW","474","475","100%","69","69","100%","17","17","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3674","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","RJL","515","542","95%","37","37","100%","26","26","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3675","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","RTF","351","378","93%","31","34","91%","1","1","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3676","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RTH","466","779","60%","306","375","82%","106","106","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3677","PAPWORTH HOSPITAL NHS FOUNDATION TRUST","RGM","11","11","100%","1","1","100%","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3678","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","RGN","345","349","99%","304","304","100%","95","95","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3679","POOLE HOSPITAL NHS FOUNDATION TRUST","RD3","702","705","100%","122","122","100%","42","42","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3680","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","RPC","7","8","88%","0","0","-","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3681","ROYAL BERKSHIRE NHS FOUNDATION TRUST","RHW","452","495","91%","96","96","100%","75","75","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3682","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","RT3","26","30","87%","2","2","100%","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3683","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","RH8","500","541","92%","497","497","100%","232","232","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3684","ROYAL FREE LONDON NHS FOUNDATION TRUST","RAL","510","642","79%","198","224","88%","154","154","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3685","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","RA2","213","214","100%","27","28","96%","38","39","97%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3686","ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST","RD1","499","544","92%","29","30","97%","5","5","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3687","SALFORD ROYAL NHS FOUNDATION TRUST","RM3","348","348","100%","37","37","100%","4","4","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3688","SALISBURY NHS FOUNDATION TRUST","RNZ","126","143","88%","19","19","100%","16","16","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3689","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","RHQ","709","787","90%","269","270","100%","146","146","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3690","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","RK5","411","456","90%","7","7","100%","5","5","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3691","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR","448","458","98%","58","61","95%","28","30","93%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3692","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9","261","303","86%","43","51","84%","3","3","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3693","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","RJC","224","243","92%","28","32","88%","14","15","93%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3694","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RAJ","433","440","98%","97","97","100%","57","57","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3695","ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST","RJ7","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3696","STOCKPORT NHS FOUNDATION TRUST","RWJ","422","435","97%","34","36","94%","24","24","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3697","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","RMP","342","343","100%","12","12","100%","3","3","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3698","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","RBA","122","433","28%","20","20","100%","7","7","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3699","THE CHRISTIE NHS FOUNDATION TRUST","RBV","34","34","100%","1","1","100%","1","1","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3700","THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST","REN","6","8","75%","0","0","-","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3701","THE DUDLEY GROUP NHS FOUNDATION TRUST","RNA","544","556","98%","73","73","100%","42","42","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3702","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","RAS","104","188","55%","7","7","100%","4","4","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3703","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD","305","331","92%","14","19","74%","13","14","93%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3704","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","RCX","241","267","90%","43","43","100%","43","43","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3705","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RL1","4","4","100%","0","0","-","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3706","THE ROTHERHAM NHS FOUNDATION TRUST","RFR","321","350","92%","45","45","100%","13","15","87%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3707","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","RDZ","575","577","100%","96","107","90%","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3708","THE ROYAL MARSDEN NHS FOUNDATION TRUST","RPY","8","8","100%","0","0","-","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3709","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RRJ","5","6","83%","0","0","-","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3710","THE WALTON CENTRE NHS FOUNDATION TRUST","RET","7","8","88%","0","0","-","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3711","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST","RA9","304","657","46%","49","61","80%","14","14","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3712","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","RRV","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3713","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","RM2","301","303","99%","26","27","96%","20","21","95%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3714","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","RHM","624","637","98%","101","101","100%","35","35","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3715","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","RRK","615","632","97%","40","40","100%","5","5","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3716","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","RA7","339","354","96%","44","45","98%","7","7","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3717","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","RTX","328","360","91%","35","35","100%","23","23","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3718","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","RWW","431","462","93%","60","64","94%","19","19","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3719","WEST SUFFOLK NHS FOUNDATION TRUST","RGR","396","396","100%","213","213","100%","213","213","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3720","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","RYR","759","864","88%","77","86","90%","27","29","93%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3721","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","RBL","717","754","95%","161","161","100%","42","42","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3722","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","RRF","336","354","95%","53","53","100%","53","53","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3723","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","RA4","341","360","95%","13","13","100%","2","2","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3724","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","RCB","726","795","91%","88","88","100%","73","73","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3725","","Total "," 33,222 "," 37,030 ","89.7%"," 6,293 "," 6,672 ","94.3%"," 2,846 "," 2,967 ","95.9%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3726","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3727","Non-Foundation Trusts",""," May 2016 ","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3728","Org name","Org code"," Number to whom case finding is applied "," Number of emergency admissions ","Percentage to whom case finding is applied"," Number who had a diagnostic assessment  "," Number with positive case finding question ","Percentage with a  diagnostic assessment"," Number of cases referred "," Number with a positive or inconclusive diagnostic assessment ","Percentage of cases referred"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3729","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","RF4","587","602","98%","57","57","100%","56","56","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3730","BARTS HEALTH NHS TRUST","R1H","704","820","86%","129","133","97%","112","113","99%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3731","BEDFORD HOSPITAL NHS TRUST","RC1","253","261","97%","5","5","100%","4","4","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3732","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","RXH","96","105","91%","35","35","100%","33","35","94%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3733","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","RXQ","506","562","90%","53","53","100%","45","53","85%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3734","CROYDON HEALTH SERVICES NHS TRUST","RJ6","435","461","94%","45","49","92%","45","45","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3735","DARTFORD AND GRAVESHAM NHS TRUST","RN7","194","215","90%","13","14","93%","10","10","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3736","EAST AND NORTH HERTFORDSHIRE NHS TRUST","RWH","409","409","100%","111","111","100%","63","64","98%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3737","EAST CHESHIRE NHS TRUST","RJN","257","263","98%","16","17","94%","4","10","40%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3738","EAST LANCASHIRE HOSPITALS NHS TRUST","RXR","502","539","93%","127","131","97%","23","23","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3739","EAST SUSSEX HEALTHCARE NHS TRUST","RXC","474","503","94%","77","81","95%","58","59","98%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
