"","artist","col2","title","col4","year","medium","col7","Accession_num","unknown_code","acquisition_method","on_display_at","area","area_code","on_display_duplicate","postcode","keywords","col17","col18","col19","col20","col21","col22"
"9524","Neudecker, Mariele, b.1965","NULL","Never Eat Shredded Wheat (Memory Maps), French, Male, 29","NULL","1996","acrylic & felt pen on paper","NULL","ACC69/1996","ACC_ACC_ACC69_1996","purchased from the Whitechapel Art Gallery, 1996","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Atlas, Blue, Cartography, Colour, Countries, Country, Geography, Map, Memory, Mnemonic, World, World Map","NULL","NULL",NA,NA,NA,NA
"9525","Neudecker, Mariele, b.1965","NULL","Never Eat Shredded Wheat (Memory Maps), English, Female, 35","NULL","1996","acrylic & felt pen on paper","NULL","ACC70/1996","ACC_ACC_ACC70_1996","purchased from the Whitechapel Art Gallery, 1996","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Blue, Europe, European, Incorrect, Land, Map, Memory, Sea","Politics through painting","NULL",NA,NA,NA,NA
"9526","Neudecker, Mariele, b.1965","NULL","Never Eat Shredded Wheat (Memory Maps), German, Male, 67","NULL","1996","acrylic & felt pen on paper","NULL","ACC71/1996","ACC_ACC_ACC71_1996","purchased from the Whitechapel Art Gallery, 1996","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Colour, Coloured, Countries, Country, Europe, Map, Memory Map, Sea","NULL","NULL",NA,NA,NA,NA
"9527","Neudecker, Mariele, b.1965","NULL","Never Eat Shredded Wheat (Memory Maps), English, Female, 32","NULL","1996","acrylic & felt pen on paper","NULL","ACC72/1996","ACC_ACC_ACC72_1996","purchased from the Whitechapel Art Gallery, 1996","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Colour, Countries, Europe, European, Great Britain, Map, Memory Map, Sea","NULL","NULL",NA,NA,NA,NA
"9528","Newman, Gerald, b.1945","NULL","No.54/Orders V, on the Horizon","NULL","1975","oil on panel & tape recording, running time: 6 minutes 2 seconds","NULL","AC 1837","ACC_ACC_AC_1837","purchased from the Robert Self Gallery, 1977","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Beige, Black, City, Cloud Bank, Colours, Contrast, Distance, Horizon, Letter, Line, Pink, Poster, Sign, Sound, Text, White, Word, Words, Writing","NULL","NULL",NA,NA,NA,NA
"9529","Newsome, Victor, b.1935","NULL","Corner of a Bathroom","NULL","1975","acrylic on wood","NULL","AC 1527","ACC_ACC_AC_1527","purchased from the Anthony d'Offay Gallery, 1975","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Angle, Bathroom, Black, Corner, Cube, Edge, Geometric, Geometry, Grey, Grid, Line, Monochrome, Pattern, Reflection, Room, Shiny, Square, Tile, Tiles, Tiling, White","NULL","NULL",NA,NA,NA,NA
"9530","Newsome, Victor, b.1935","NULL","Profile","NULL","1984–1985","tempera on panel","NULL","AC 5373","ACC_ACC_AC_5373","purchased from Marlborough Fine Art, 1985","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Chin, Eye, Eyebrow, Eyelash, Face, Frame, Hair, Lips, Mouth, Nose, Plait, Profile, Roman Nose, Woman","NULL","NULL",NA,NA,NA,NA
"9531","Newton, Duncan, b.1945","NULL","Academic Study 'Seated Figure A'","NULL","1978–1979","oil on canvas","NULL","AC 3034","ACC_ACC_AC_3034","purchased from the artist, 1980","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Animal, Black Dress, Blue, Body, Colour, Face, Figure, Green, Head, Magazine, Orange, Seated, Seated Figure, Table, Telephone, Upside Down, Woman","NULL","NULL",NA,NA,NA,NA
"9532","Nicholson, Ben, 1894–1982","NULL","1932 (Bocque)","NULL","1932","oil & pencil on board","NULL","AC 168","ACC_ACC_AC_168","purchased from the Leicester Galleries, 1950","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Bocque, Bottle, Cup, Glass, Jug, Poster, Shadow, Table","NULL","Masterpieces in Schools ",NA,NA,NA,NA
"9533","Nicholson, Ben, 1894–1982","NULL","1946 (still life)","NULL","1946","oil & pencil on canvas","NULL","AC 28","ACC_ACC_AC_28","purchased from the Lefevre Gallery, 1947","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Block, Blue, Brown, Colour, Curve, Frame, Geometric, Line, Pink, Rectangle, Red, Shape, Square, Still Life, Yellow","NULL","NULL",NA,NA,NA,NA
"9534","Nicholson, Ben, 1894–1982","NULL","February 1953 (contrapuntal)","NULL","1953","oil & pencil on board","NULL","AC 286","ACC_ACC_AC_286","purchased from the Penwith Gallery, St Ives, 1953","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Colour, Contrapuntal, Curve, February, Line, Shape, Yellow","NULL","NULL",NA,NA,NA,NA
"9535","Nicholson, Ben, 1894–1982","NULL","May 1956 (hendrifter)","NULL","1956","oil on board","0","AC 435","ACC_ACC_AC_435","purchased from the Gimpel Fils Gallery, 1957","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Brown, Colour, Form, Grey, May, Ochre, Rectangle, Shape, Square, White, Yellow","NULL","NULL",NA,NA,NA,NA
"9536","Nicholson, Kate, b.1929","NULL","Dendra","NULL","1962","oil on card","NULL","AC 640","ACC_ACC_AC_640","purchased from the Waddington Galleries, 1962","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black Line, Blur, Brush Stroke, Colour, Dendra, Erased, Line, Lines, Mist, Orange, Overpaint, Pencil Mark, Rectangle, Scribble, Smudge, Square, White, Yellow","NULL","NULL",NA,NA,NA,NA
"9537","Nicholson, William, 1872–1949","NULL","Sun Fish","NULL","1935","oil on canvas","NULL","AC 29","ACC_ACC_AC29","gift from the Contemporary Art Society, 1948","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Board, Chopping Board, Eye, Fish, Food, Ice, Orange, Plate, Shadow, Still Life, Sun Fish, Sunlight, Table, Wood","NULL","NULL",NA,NA,NA,NA
"9538","Nicholson, Winifred, 1893–1981","NULL","Cumberland Hills","NULL","1948","oil on wood","NULL","AC 137","ACC_ACC_AC_137","purchased from Thomas Agnew and Sons, 1949","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Breeze, Cloud, Clouds, Curtain, Curtains, Fern, Field, Flower, Flowers, Glass Vase, Grass, Hill, Hills, Hillside, Jug, Leaf, Mountain, Open Window, Petals, Sky, Tree, Trees, Vase, Wind, Window, Window Ledge, Window Sill","NULL","NULL",NA,NA,NA,NA
"9539","Nolan, Sidney, 1917–1992","NULL","Kelly, Spring 1956","NULL","1956","Ripolin on board","NULL","AC 431","ACC_ACC_AC_431","purchased from the Whitechapel Art Gallery, 1957","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Arm, Armour, Blossom, Blue, Box, Branch, Face, Flower, Gun, Man, Night, Outlaw, Rifle, Shotgun, Spring, Square, Tree, White Flowers","NULL","NULL",NA,NA,NA,NA
"9540","Norwich, Anne, b.1929","NULL","Painting Untitled","NULL","1968","acrylic on canvas","NULL","AC 1031","ACC_ACC_AC_1031","purchased from the Bear Lane Gallery, Oxford, 1969","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Angle, Band, Blur, Brown, Colour, Contrast, Green, Grey, Layer, Orange, Rectangle, Red, Right Angle, Right-angled, Straight, Stripe, Vertical, White","NULL","NULL",NA,NA,NA,NA
"9541","Obuabang, Henry, b.1969","NULL","Obuabang SRS: B Painting No.8 (Art from the Heart)","NULL","1991","acrylic on canvas","NULL","ACC89/1991","ACC_ACC_ACC89_1991","purchased from the artist, 1992","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Advertising, Blue, Currency, Letter, Money, Number, Numbers, Pound Sign, Price, Print, Red, Slogan, Sterling, Text, Type, Word, Words, Writing","NULL","NULL",NA,NA,NA,NA
"9542","O'Casey, Breon, 1928–2011","NULL","Mountains","NULL","1980–1981","acrylic on canvas","NULL","AC 4086","ACC_ACC_AC_4086","purchased from the artist, 1981","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Brown, Field, Mountain, Mountains, Pink, View","NULL","NULL",NA,NA,NA,NA
"9543","Odonkor, Mowbray, b.1962","NULL","Onward Christian Soldiers","NULL","1987","acrylic on paper","NULL","AC 5565","ACC_ACC_AC_5565","purchased from the artist, 1988","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","African, Chain, Christian, Empire, Flag, Hymn, Identity, Man, People, Religion, Slave, Slavery, Soldiers, Union Flag, Union Jack, Woman","NULL","NULL",NA,NA,NA,NA
"9544","O'Donnell, Hugh, b.1950","NULL","Bacarole","NULL","1978","oil on canvas & wood","NULL","AC 2085","ACC_ACC_AC_2085","purchased from the Ikon Gallery, Birmingham, 1979","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Blue, Bright, Color, Colour, Curve, Frame, Green, Line, Movement, Pattern, Shape, Stripe, Stripes, White, Wood","NULL","NULL",NA,NA,NA,NA
"9545","O'Donoghue, Hughie, b.1953","NULL","Dolmen","NULL","1982","acrylic & wax on paper on plywood","NULL","AC 5339","ACC_ACC_AC_5339","purchased from the Air Gallery, 1984","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Bury, Cold, Desolation, Dolmen, Grey, Mist, Red, Rock, Sea, Snow, Stone, Storm, Unearthly","NULL","NULL",NA,NA,NA,NA
"9546","Ofili, Chris, b.1968","NULL","Popcorn Shells","NULL","1995","paper collage, oil, polyester resin, map-pins & elephant dung on linen & two elephant dung props","NULL","ACC58/1995","ACC_ACC_ACC58_1995","purchased from the Victoria Miro Gallery, 1996","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Collage, Decoration, Decorative, Dung, Elephant, Elephant Dung, Face, Faces, Head, Pattern, Popcorn, Shell","NULL","NULL",NA,NA,NA,NA
"9547","Oliver, Ken, b.1948","NULL","Interior","NULL","1981","acrylic, wax & collage on canvas","NULL","AC 5037","ACC_ACC_AC_5037","purchased from Moira Kelly Fine Art Ltd, 1982","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Angular, Bed, Canopy, Clothes, Collage, Colourful, Curtain, Door, Interior, Light, Lines, Pattern, Pole, Room, Shape, Wall","NULL","NULL",NA,NA,NA,NA
"9548","Ormerod, Susan, b.1955","NULL","Photogram/Drawing with Umbrella","NULL","1982","acrylic on canvas, paper & photographic paper","NULL","AC 5054","ACC_ACC_AC_5054","purchased from the artist, 1982","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Arm, Black, Drawing, Fold, Glass, Hand, Handle, Line, Outline, Photogram, Umbrella","NULL","NULL",NA,NA,NA,NA
"9549","Oulton, Thérèse, b.1953","NULL","Dispossessed","NULL","1983","oil on canvas","NULL","AC 5241","ACC_ACC_AC_5241","purchased from the Gimpel Fils Gallery, 1983","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Cave, Cliff, Cliffs, Fantasy, Rock, Rocks, Sea, Swirl, Water","NULL","NULL",NA,NA,NA,NA
"9550","Oulton, Thérèse, b.1953","NULL","Counterfoil","NULL","1987","oil on canvas","NULL","AC 5503","ACC_ACC_AC_5503","purchased from Marlborough Fine Art with the assistance of English Estates, 1988","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Colour, Drapery, Fabric, Fold, Folds, Orange, Pattern, Shape, Step, Triangle","NULL","NULL",NA,NA,NA,NA
"9551","Palmer, Eugene, b.1955","NULL","The Laughing Christ","NULL","1991","oil on canvas","NULL","ACC4/1993","ACC_ACC_ACC4_1993_new","purchased from the artist, 1993","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Armband, Baby, Bathing Costume, Black and White, Child, Christ, Colour, Contrast, Girl, Grimace, Man, Moustache, Religion, Swim, Swimming, Swimming Costume, Swimming Pool, Water, Water Wings, Waterwings","NULL","NULL",NA,NA,NA,NA
"9552","Palmer, Susan, 1912–2000","NULL","Yeovil","NULL","1936","oil on canvas","NULL","AC 99","ACC_ACC_AC_99","purchased from the artist, 1942","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Cloud, Clouds, Field, Fields, House, Landscape, Sky, Town, Townscape, Tree, Trees, View, Weather, Woodland","NULL","NULL",NA,NA,NA,NA
"9553","Pannett, Liz, b.1947","NULL","14.1.79 – 8.80","NULL","1980","acrylic, chalk & charcoal on paper","NULL","AC 4008","ACC_ACC_AC_4008","purchased from the Air Gallery, 1980","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Blue, Brown, Cold, Colour, Green, Grey, Ice, Jagged, Light, Line, Scribble, Snow, Squiggle, Texture, White, Yellow","NULL","NULL",NA,NA,NA,NA
"9554","Paraskos, Stass, 1933–2014","NULL","Bathing","NULL","1968","oil on hardboard","NULL","AC 1088","ACC_ACC_AC_1088","purchased from the Walton Gallery, 1969","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Bather, Bathers, Bathing, Beach, Green, Green Hair, Hair, Heat, Naked, Nude, Nudity, People, Sea, Swim, Swimmers, Towel, Water, Waves, Woman","NULL","NULL",NA,NA,NA,NA
"9555","Parsons, David, b.1943","NULL","Painting I","NULL","1964","acrylic on canvas","NULL","AC 775","ACC_ACC_AC_775","purchased from the F. B. A. Galleries, 1965","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Blob, Cells, Circle, Circuit Board, Connection, Curve, Dot, Form, Grey, Link, Movement, Red, Shape, Shapes, Square","NULL","NULL",NA,NA,NA,NA
"9556","Parsons, Vicken, b.1957","NULL","Untitled","NULL","2000","oil on birch plywood panel","NULL","ACC5/2002","ACC_ACC_ACC6_2002","purchased from the artist, 2002","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Box, Dark, Darkness, Density, Floor, Grey, Light, Monochrome, Opening, Perspective, Rectangle, Reflection, Shade, Shape, Shine, Space, Tunnel, Void, Wall, White","NULL","NULL",NA,NA,NA,NA
"9557","Parsons, Vicken, b.1957","NULL","Untitled","NULL","2001","oil & charcoal on birch plywood panel","0","ACC6/2002","ACC_ACC_ACC5_2002","purchased from the artist, 2002","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Interior, Light, Orange, Orange Room, Prison, Room, Wall, Window","NULL","NULL",NA,NA,NA,NA
"9558","Pasmore, Victor, 1908–1998","NULL","Portrait of a Girl","NULL","1941","oil on canvas","NULL","AC 100","ACC_ACC_AC_100","purchased from the artist, 1942","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Blonde, Chair, Cocktail, Drink, Flower, Girl, Hand, Hands, Lips, Table, Woman","NULL","NULL",NA,NA,NA,NA
"9559","Pasmore, Victor, 1908–1998","NULL","Rectangular Motif, Black and Olive","NULL","1950","oil on canvas","NULL","AC 176","ACC_ACC_AC_176","purchased from The Redfern Gallery, 1951","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Black Square, Brown, Grey, Interlock, Line, Olive, Rectangle, Shape, Shapes, Square","NULL","NULL",NA,NA,NA,NA
"9560","Pasmore, Victor, 1908–1998","NULL","Black Abstract","NULL","1963","oil on panel","NULL","AC 712","ACC_ACC_AC_712","purchased from the New London Gallery, 1964","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Balance, Black, Contrast, Dot, Dots, Face, Line, Lines, Orange, Organic, Rectangle, Shape, Spot, White, Yellow, Pattern","NULL","NULL",NA,NA,NA,NA
"9561","Pasmore, Victor, 1908–1998","NULL","The Snowstorm: Spiral Motif in Black and White","NULL","1950–1951","oil on canvas","NULL","ACC3/1951","ACC_ACC_ACC3_1951","purchased from the artist, 1951","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Circles, Field, Line, Lines, Monochrome, Pattern, Snow, Snowstorm, Spiral, Spirals, Swirl, Swirls, White","NULL","NULL",NA,NA,NA,NA
"9562","Pasmore, Victor, 1908–1998","NULL","Riverside Gardens, Hammersmith","NULL","c.1944","oil on canvas","NULL","ACC2/1957","ACC_ACC_ACC2_1957","purchased from the Leicester Galleries, 1957","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Chimney, Embankment, Fence, Garden, Lamp, Lamp Post, Landscape, River, Riverbank, Sky, Tree, Trees, Trellis, Wall, Winter","NULL","NULL",NA,NA,NA,NA
"9563","Pasmore, Wendy, b.1915","NULL","Abstract in Maroon","NULL","1959","oil on board","NULL","AC 515","ACC_ACC_AC_515","purchased from the London Group, 1960","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Beige, Black, Brown, Circle, Light, Line, Lines, Maroon, Pattern, Red, Spiral, Spirals, Stripe, Swirl, Swirls","NULL","NULL",NA,NA,NA,NA
"9564","Patterson, Richard, b.1963","NULL","Motocrosser","NULL","1995","oil & acrylic spray paint on canvas","NULL","ACC6/1995","ACC_ACC_ACC6_1995","purchased from the Anthony d'Offay Gallery, 1995","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Bike, Engine, Helmet, Man, Model, Motocross, Motocrosser, Motorbike, Motorcycle, Motorcyclist, Rider, Speed, Tyre, Wheel","NULL","NULL",NA,NA,NA,NA
"9565","Peake, Fabian, b.1942","NULL","The Red Moustache","NULL","1987","oil on canvas","NULL","AC 5483","ACC_ACC_AC_5483","purchased from the artist, 1987","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Beehive, Cassock, Cleric, Clerical Collar, Collar, Moustache, Red, Red Moustache, Robe, Triangle","NULL","NULL",NA,NA,NA,NA
"9566","Pearce, Bryan, 1929–2007","NULL","The Harbour and St Ia's Church, St Ives","NULL","1967","oil on board","NULL","AC 944","ACC_ACC_AC_944","purchased from the New Art Centre, 1968","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Bay, Boat, Boats, Building, Church, Clock, Clock Tower, Coast, Grass, Harbour, House, Houses, Lighthouse, Roof, Rooftop, Sea, Shore, Tower, Town, Window","NULL","NULL",NA,NA,NA,NA
"9567","Pearce, Charles Maresco, 1874–1964","NULL","Garibaldi","NULL","1932","oil on canvas","0","AC 77","ACC_ACC_AC_77","purchased from the artist, 1942","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Box, Figurine, Fireplace, Frame, Girl, Horse, Impressionist, Lady, Man, Mantlepiece, Marble, Mirror, Newspaper, Ornament, Painting, Paintings, Picture, Reflection, Sewing, Sitting, Soldier, Statue, Statuette, Table, Vase, Venus De Milo, Wallpaper, Woman","NULL","NULL",NA,NA,NA,NA
"9568","Penalva, João, b.1949","NULL","Huckleberry","NULL","1992","tempera, oil, encaustic wax, paper, velvet, glass, wood & canvas","NULL","ACC7/1992","ACC_ACC_ACC7_1992","purchased from the artist, 1993","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Boy, Collage, Colour, Dog, Figure, Figures, Geometric, Green, Hat, Man, Panel, People, Profile, Rectangle, Shape, Silhouette, Square, Texture","NULL","NULL",NA,NA,NA,NA
"9569","Peri, Peter, b.1971","NULL","Pageant","NULL","2005","mixed media on canvas","NULL","ACC4/2005","ACC_ACC_ACC4_2005","purchased from the Carl Freedman Gallery, 2005","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Balloon, Balloons, Black, Blue, Circle, Cloud, Colour, Dark, Darkness, Drip, Floating, Green, Pageant, Pink, String","NULL","NULL",NA,NA,NA,NA
"9570","Perryman, Margot, b.1938","NULL","Untitled No.25","NULL","1964","oil on canvas","NULL","AC 809","ACC_ACC_AC_809","purchased from the New Art Centre, 1965","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Blob, Colour, Colours, Face, Green, Irregular, Pink, Red, Shape, Tail, Turquoise, Yellow","NULL","NULL",NA,NA,NA,NA
"9571","Perryman, Margot, b.1938","NULL","Octave No.3","NULL","1969","acrylic on canvas","NULL","AC 1151","ACC_ACC_AC_1151","purchased from the New Art Centre, 1970","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Brown, Colour, Geometric, Geometry, Grey, Grid, Line, Lines, Music, Oblong, Octave, Pink, Rectangle, Right Angle, Square, Squares, Yellow, Stripe","NULL","NULL",NA,NA,NA,NA
"9572","Perton, Michael, 1935–1996","NULL","Free Composition (Item 13)","NULL","1970","oil & pencil on canvas","NULL","AC 1269","ACC_ACC_AC_1269","purchased from the artist, 1973","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Angle, Background, Block, Colour, Colours, Composition, Free, Geometric, Green, Line, Messy, Random, Rectangle, Shape, Shapes, Square, Triangle, Triangles","NULL","NULL",NA,NA,NA,NA
"9573","Perton, Michael, 1935–1996","NULL","Activities on a White Window Grid","NULL","1976","oil on canvas","NULL","AC 1846","ACC_ACC_AC_1846","purchased from the House Gallery, 1977","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Activities, Activity, Balloon, Block, Blocks, Blue, Border, Circle, Colour, Colourful, Colours, Curve, Diagonal, Flag, Geometric, Geometry, Green, Grid, Horizontal, Line, Maze, Movement, Patchwork, Pattern, Rectangle, Rectangles, Space, Square, Stripe, Striped, Vertical, White, Window","NULL","NULL",NA,NA,NA,NA
"9574","Phillips, Peter, b.1939","NULL","Entanglement Series: Perpetual Flux","NULL","1981–1982","oil, acrylic & wax on canvas on wood","NULL","AC 5163","ACC_ACC_AC_5163","purchased from the artist, 1982","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Arrangement, Button, Chaos, Collage, Colour, Colourful, Entanglement, Fabric, Fan, Interconnection, Junk, Material, Metal, Miscellany, Movement, Pattern, Random Objects, Red, Ribbon, Shape, Stripes, Tangle, Textile, Texture, Wire","NULL","NULL",NA,NA,NA,NA
"9575","Phillips, Tom, b.1937","NULL","Consider Our Haven: Supplement III 1968","NULL","1968–1969","acrylic & pencil on canvas","NULL","AC 1101","ACC_ACC_AC_1101","purchased from Tooth's Gallery, 1970","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Bag, Colour, Frame, Lettering, Man, Oblong, Orange, Pattern, People, Person, Shadow, Shadows, Square, Stripe, Stripes, Text, Walk, Walking, Woman, Word","NULL","NULL",NA,NA,NA,NA
"9576","Phillips, Tom, b.1937","NULL","Terminal Greys IV–VII","NULL","1971–1973","acrylic on canvas","NULL","AC 1321","ACC_ACC_AC_1321","purchased from Marlborough Fine Art, 1974","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Band, Blue, Cool, Criss-cross, Cross, Crosses, Green, Grey, Line, Lines, Muted, Panel, Pattern, Strip, Stripe, Terracotta, Weave, X","NULL","NULL",NA,NA,NA,NA
"9577","Phokela, Johannes, b.1966","NULL","Candle Bathing","NULL","1997","oil on board","0","ACC2/1998","ACC_ACC_ACC2_1998","purchased from the Rack Gallery, 1998","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Bald Head, Black, Candle, Carpet, Cigarette, Coif, Drapery, Eroticism, Light, Man, Men, Nude, Parody, Rubenesque, Triptych, White, Woman, Women","NULL","NULL",NA,NA,NA,NA
"9578","Piper, John, 1903–1992","NULL","Abstract II","NULL","1935","oil on canvas on panel","NULL","AC 348","ACC_ACC_AC_348","purchased from the Gimpel Fils Gallery, 1954","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Blocks, Blue, Collage, Colour, Curve, Grey, Line, Red, Shape, Shapes, Square, Stripe, Yellow","NULL","NULL",NA,NA,NA,NA
"9579","Piper, Keith, b.1960","NULL","(You are now entering) Mau Mau Country","NULL","1983","acrylic on hessian & canvas","NULL","AC 5346","ACC_ACC_AC_5346_1","purchased from the Mappin Art Gallery, Sheffield, 1984","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","African, Anger, Eye, Face, Faces, Make-up, Man, Mask, Mau Mau, Pagan, Painted Faces, Portrait, Red, Text, Tribal, Warning, Warpaint, Words","NULL","NULL",NA,NA,NA,NA
"9580","Pollard, Alex, b.1977","NULL","Brontë Truck","NULL","2003","oil on board","NULL","ACC2/2003","ACC_ACC_ACC2_2003","purchased from the Andrew Mummery Gallery, 2003","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX",";ak, ?, Floor, Model, Paint, Shadow, Table, Toy, Toy Truck, Truck, Vehicle, Wheel, Wheels, Wood, Wooden","NULL","NULL",NA,NA,NA,NA
"9581","Pollock, Fred, b.1937","NULL","Untitled No.III","NULL","1978","oil & acrylic on canvas","NULL","AC 5123","ACC_ACC_AC_5123","purchase award, 1980","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Blue, Brush Stroke, Brushstroke, Cliff, Colour, Green, Grey, Horse, Movement, Red, Rock, Rocks, Stripe, Swirl, Texture, Trees, Water, Waterfall, White","NULL","NULL",NA,NA,NA,NA
"9582","Pollock, Fred, b.1937","NULL","Lunar Thrust","NULL","1982","acrylic on canvas","NULL","AC 5124","ACC_ACC_AC_5124","purchase award, 1982","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Blue, Cliff, Land, Line, Lunar, Moon, Movement, Purple, Rock, Streak, Striation, Thrust","NULL","NULL",NA,NA,NA,NA
"9583","Porter, Michael, b.1948","NULL","Fungus and Silver Birch","NULL","1989–1990","mixed media on canvas","NULL","ACC13/1990","ACC_ACC_ACC13_1990","purchased from the Pomeroy Purdy Gallery, 1991","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Bark, Brown, Fungus, Light, Silver Birch, Texture, Tree, Tree Trunk","NULL","NULL",NA,NA,NA,NA
