"","code","fullurl","ratings","F.F.score","patients","surgeryname","address","accepting","url","male","female"
"8239",35419,NA,NA,"YES","3815","Queenstree Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35419","
                    GPs at this practice
                    3"," and 0 female GPs
                    
                        Additional languages spoken
                        Assamese, Hindi
                    
                "
"8240",37449,NA,NA,"YES","644","Marske Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37449","
                    GPs at this practice
                    1"," and 3 female GPs
                    
                "
"8241",35420,NA,NA,"YES","2573","Melrose Medical Centre Ltd",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35420","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"8242",35605,NA,NA,"YES","8777","South Ashford Medics",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35605","        
            Additional information
            The practice is normally closed on the second Wednesday afternoon of each month from 1300 hours, opening at 0800 hours the next day.  This is for GP and staff training. 
        ",NA
"8243",41107,NA,NA,"YES","20701","Sydenham House Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41107","        
            Additional information
            The Saturday clinic is by appointment only

        ",NA
"8244",37837,NA,NA,"NO","18283","Royal Crescent Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37837","
                    GPs at this practice
                    5"," and 4 female GPs
                    
                "
"8245",45142,NA,NA,"YES","7962","The Roseberry Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45142","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                "
"8246",42307,NA,NA,"YES","8584","Marsh House Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42307","
                    GPs at this practice
                    2"," and 3 female GPs
                    
                "
"8247",39312,NA,NA,"YES","2498","Dr Shafquth Rasool",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39312","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"8248",42018,NA,NA,"YES","20701","Musgrove Park Medical Centre ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42018","        
            Additional information
            We have a limited number of appoinments available on a Saturday.  These can only be booked in advance.  Please speak to a receptionist for details
        ",NA
"8249",41181,NA,NA,"YES","15277","Willand Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41181","
                    GPs at this practice
                    6"," and 4 female GPs
                    
                "
"8250",37438,NA,NA,"YES","8478","The Green House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37438","        
            Additional information
            For further information, please visit our website: 

www.thegreenhousesurgery.co.uk
        ",NA
"8251",44931,NA,NA,"YES","10117","Bentley Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44931","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"8252",42918,NA,NA,"YES","3694","The Ravenscar Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42918","
                    GPs at this practice
                    0"," and 1 female GP
                    
                "
"8253",36213,NA,NA,"YES","6300","Northiam Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36213","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                "
"8254",44188,NA,NA,"YES","20073","Northgate Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44188","        
            Additional information
            We encourage patients to make appointments with their usual GP; however, we recognise that this will not be always possible for a variety of reasons. If this is not possible you will be offered another appointment with another GP or advised when your own GP is next available.

We have a number of appointments which enable you to book in advance as well as on the day.

Sometimes all that may be necessary is for the Doctor or Nurse Practitioner to give you advice over the telephone.  Please ask the receptionist or switchboard operator.
        ",NA
"8255",36679,NA,NA,"NO","9006","Chickerell Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36679","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"8256",40959,NA,NA,"YES","8642","Drs Miles, Fox And Di Biasio",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40959","
                    GPs at this practice
                    3"," and 4 female GPs
                    
                        Additional languages spoken
                        French, Cantonese, Portuguese, Italian
                    
                "
"8257",39870,NA,NA,"YES","14167","The Bridges Medical Ctr.",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39870","
                    GPs at this practice
                    5"," and 3 female GPs
                    
                "
"8258",35391,NA,NA,"YES","13843","Bewick Crescent Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35391","
                    GPs at this practice
                    3"," and 5 female GPs
                    
                "
"8259",42785,NA,NA,"YES","5615","Dr B Walker Chapel Lane",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42785","
                    GPs at this practice
                    2"," and 3 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"8260",38859,NA,NA,"YES","11477","Peaseway Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38859","        
            Additional information
            During Extended Opening Hours i.e. after 6pm on  Thursday and at all times at Weekends the surgery cannot accept telephone calls.
It is still possible to use our Online facilities - booking appointments and ordering repeat prescriptions - with a Log In and Password available in advance from Reception.
        ",NA
"8261",42046,NA,NA,"NO","3886","Woodchurch Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42046","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"8262",36584,NA,NA,"NO","9006","Abbotsbury Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36584","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"8263",35604,NA,NA,"YES","2426","Woodview Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35604","
                    GPs at this practice
                    0"," and 2 female GPs
                    
                "
"8264",39160,NA,NA,"YES","17820","Seaford Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39160","        
            Additional information
            SEAFORD MEDICAL PRACTICE OFFERS EXTENDED GP APPOINTMENT HOURS ON WEDNESDAY EVENINGS AND SATURDAY MORNINGS. 



GP APPOINTMENTS CAN BE BOOKED 24 HOURS A DAY VIA THE LINK ON THE PRACTICE WEBSITE OR VIA THE AUTOMATED TELEPHONE BOOKING SYSTEM. APPOINTMENTS WITH THE PRACTICE PHLEBOTOMIST CAN BE BOOKED IN THE SAME WAY.



TEXT MESSAGES CONFIRMING APPOINTMENTS AND REMINDING OF APPOINTMENTS CAN BE REQUESTED.



REPEAT PRESCRIPTIONS CAN BE ORDERED THROUGH THE PRACTICE WEBSITE ALSO.

        ",NA
"8265",35673,NA,NA,"YES","17280","Canterbury Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35673","
                    GPs at this practice
                    3"," and 9 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"8266",44050,NA,NA,"YES","5758","Canterbury Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44050","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                        Additional languages spoken
                        German, Urdu
                    
                "
"8267",35740,NA,NA,"NO","9982","Old School Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35740","        
            Additional information
            EXTENDED HOURS
The surgery offers early morning (7:30-8am) pre-bookable appointments and early evening(6:30-7pm) pre-bookable telephone appointments for those who find difficulty in attending the surgery during normal working hours. These are bookable in advance and are for medical consultations with a GP only.There is also availability from 7.30-8am  for pre-booked appointments, with our Healthcare Assistants.

 

        ",NA
"8268",39861,NA,NA,"YES","4179","Lyme Regis Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39861","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"8269",36271,NA,NA,"YES","10831","DOWNLANDS MEDICAL CENTRE",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36271","        
            Additional information
             Extended Opening Surgery appointments are for working patients who cannot come to the surgery during normal hours – it is not an emergency service.
Appointments are available:-
•	Monday evenings 6.30p.m. to 8.30p.m. at Triangle Surgery
•	Wednesday mornings     7.00a.m. to 8:00 a.m. at Polegate Surgery 

        ",NA
"8270",42412,NA,NA,"YES","2287","Lyme Bay Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42412","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"8271",37952,NA,NA,"NO","11811","Kingsnorth Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37952","
                    GPs at this practice
                    4"," and 6 female GPs
                    
                "
"8272",40507,NA,NA,"YES","7327","Cossington House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40507","        
            Additional information
            Extended Hours Surgeries
We offer two evening surgeries each week between 18:30 - 20:30 provided by all of the GPs in a rota. The appointments are designed to provide extra availability for patients who are unable to access the surgery during the core hours above. These appointments are only for pre-booked appointments; you can book in the usual manner by contacting the Surgery.

        ",NA
"8273",43536,NA,NA,"YES","10255","New Dover Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43536","        
            Additional information
            The Practice has Extended Opening usually Tuesday and Thursday evenings from 18:30 to 20:15. We are open at these times for doctors appointments only. For any other service please see our reception opening hours. Please note the sliding doors will be closed between 18:30 and 20:15. When you arrive for your appointment please press the doorbell and the receptionist will open the doors.
        ",NA
"8274",44389,NA,NA,"YES","17280","Sturry Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44389","
                    GPs at this practice
                    3"," and 10 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"8275",36565,NA,NA,"NO","7189","Manor Park Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36565","        
            Additional information
            Friday afternoon surgeries are generally between 1330 and 1500 at Polegate and from 1600-1730 at Hampden Park.

The doctor holding each session varies, depending on which of us is on duty.

Appointments can be made in person, over the phone or via the internet.  Please see our practice website for more details.  www.manorparksurgery.com
        ",NA
"8276",35968,NA,NA,"YES","2426","Woodview Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35968","
                    GPs at this practice
                    0"," and 2 female GPs
                    
                "
"8277",41475,NA,NA,"YES","2013","Evenwood Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41475","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"8278",42262,NA,NA,"NO","8241","Martins Oak Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42262","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                        Additional languages spoken
                        Polish
                    
                "
"8279",40199,NA,NA,"YES","7474","Ninfield Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40199","        
            Additional information
            We now have a second female GP who has joined Ninfield Surgery, Dr Iche Mangiri.
        ",NA
"8280",45033,NA,NA,"YES","11320","The Lanehouse Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45033","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                "
"8281",36181,NA,NA,"YES","14008","Willesborough Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36181","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                        Additional languages spoken
                        Arabic, Hindi, Marathi, Cantonese, Chinese Mandarin, Dari
                    
                "
"8282",44976,NA,NA,"YES","10467","Jubilee Medical Group",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44976","
                    GPs at this practice
                    4"," and 1 female GPs
                    
                "
"8283",43107,NA,NA,"YES","4992","Cross Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43107","
                    GPs at this practice
                    1"," and 4 female GPs
                    
                        Additional languages spoken
                        Spanish
                    
                "
"8284",37312,NA,NA,"YES","8167","The Saltscar Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37312","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"8285",38925,NA,NA,"YES","2939","Lagan Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38925","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"8286",39623,NA,NA,"YES","7493","The Coatham Surgery",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39623","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"8287",39710,NA,NA,"YES","6383","Central Lakes Medical Group",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39710","        
            Additional information
            We are closed from 1pm on the following dates for protected learning time:                Thursday 16th November 2017, Thursday 8th February 2018 & Wednesday 14th March  during this time if you need urgent medical attention please contact NHS 111:
        ",NA
"8288",41450,NA,NA,"YES","4626","Hersden Surgery",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41450","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                        Additional languages spoken
                        Sindhi, Urdu
                    
                "
"8289",42279,NA,NA,"YES","6080","Sedlescombe & Westfield Surgeries",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42279","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"8290",45048,NA,NA,"YES","10467","Burke Street Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45048","
                    GPs at this practice
                    4"," and 1 female GPs
                    
                "
"8291",40008,NA,NA,"YES","5682","Dr R McNeilly & Dr P Rivett",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40008","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                "
"8292",36984,NA,NA,"YES","2997","Pinfold Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36984","        
            Additional information
            Practice Website: www.pinfoldmedical.co.uk

We are closed weekends and Bank Holidays.
        ",NA
"8293",42647,NA,NA,"YES","5515","Hallgarth Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42647","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"8294",41498,NA,NA,"YES","16921","Ward Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41498","
                    GPs at this practice
                    3"," and 9 female GPs
                    
                        Additional languages spoken
                        French, Polish
                    
                "
"8295",43402,NA,NA,"YES","10831","Bedford-Turner",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43402","        
            Additional information
            
Extended Opening appointments are for working patients who cannot come to surgery during normal hours – it is not an emergency service
Appointments are:-
•	Monday evenings 6.30p.m. to 8.30p.m. at Triangle Surgery
•	Wednesday mornings     7.00a.m. to 8.00 a.m. at Polegate Surgery 

        ",NA
"8296",42945,NA,NA,"YES","14247","Auckland Medical Group",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42945","        
            Additional information
            We do offer consultations as part of the extended hours scheme, until 6.30pm Monday - Thursday and from 7.30am on a Friday for those patients who can not attend surgery during normal working hours.

        ",NA
"8297",44708,NA,NA,"YES","11320","Wyke Regis Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44708","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                "
"8298",43424,NA,NA,"YES","12236","Stone Cross Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43424","
                    GPs at this practice
                    4"," and 2 female GPs
                    
                "
"8299",40283,NA,NA,"YES","6300","Broad Oak Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40283","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"8300",40302,NA,NA,"YES","15307","Castle Place Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40302","        
            Additional information
            We offer additional appointments outside of the times stated above for patients who, due to work commitments, are unable to attend during normal hours for routine appointments.  Please speak to the reception team for full details.

Patients can make and cancel appointments on-line, as well as order prescriptions on-line.

Full details are available from reception or on our website www.castleplace.org.uk.

        ",NA
"8301",35963,NA,NA,"YES","15277","College Surgery Partnership",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35963","
                    GPs at this practice
                    8"," and 6 female GPs
                    
                "
"8302",38813,NA,NA,"YES","15265","Clare House",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38813","
                    GPs at this practice
                    5"," and 5 female GPs
                    
                "
"8303",40555,NA,NA,"YES","10467","Eldon Lane",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40555","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                "
"8304",36009,NA,NA,"YES","7940","The Colyton Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36009","
                    GPs at this practice
                    4"," and 1 female GPs
                    
                "
"8305",37991,NA,NA,"NO","6970","Brede Branch Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37991","
                    GPs at this practice
                    0"," and 1 female GP
                    
                "
"8306",37114,NA,NA,"YES","6859","Bramblehaies Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37114","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"8307",36816,NA,NA,"YES","14247","Auckland Medical Group",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36816","        
            Additional information
            We do offer consultations as part of the extended hours scheme, 7.30 am  on a Tuesday and after 6.30 on a Thursday for those patients who can not attend surgery during normal working hours.

        ",NA
"8308",42093,NA,NA,"YES","2699","Old Forge Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42093","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                "
"8309",42879,NA,NA,"YES","2965","Shap Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42879","        
            Additional information
            You are able to book a telephone call with a Doctor between 6.30pm and 7.00pm on Mondays and every other Tuesday.

You are able to book an appointment with Dr Allister Woodstrover or Nurse Ruth Millican
between 6.30pm and 7.00pm every other Monday at Shap surgery.

On Thursday's, the premises and dispensary close at 1.00pm.
You can still access the surgery by telephone until 6.30pm.
Our evening surgery on Thursday is held at Orton branch surgery.


Mon/Tues/Wed and Fri - The dispensary is closed for lunch between 1.30pm and 2.00pm.
Please note that from 1st November 2017, Dispensary will be closed for 1 hour at lunchtimes (between 1.30pm and 2.30pm) Mon, Tues, Wed and Friday.

We are also closed on the following afternoons for staff training: Wednesday 20th September, Wednesday Thursday 16th November, Wednesday 17th January 2018, Thursday 8th February 2018 and Wednesday 14th March 2018.
        ",NA
"8310",41570,NA,NA,"YES","15504","Skerne Medical Group",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41570","
                    GPs at this practice
                    4"," and 4 female GPs
                    
                "
"8311",42096,NA,NA,"YES","14247","Auckland Medical Group",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42096","        
            Additional information
            We do offer consultations as part of the extended hours scheme, until 6.30pm Monday - Thursday and from 7.30am on a Friday for those patients who can not attend surgery during normal working hours.

        ",NA
"8312",42237,NA,NA,"YES","16017","The Lighthouse Medical Practice (IG)",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42237","        
            Additional information
            We run EXTENDED Hours Clincs on a Monday 6.30pm-8.15pm and Saturdays once a month 8am-10pm. We alternate clinics between our sites and offer GP and Nurse face to face appointments.
..
        ",NA
"8313",44033,NA,NA,"NO","7189","Hampden Park Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44033","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"8314",38083,NA,NA,"YES","12236","Dr Tasharrofi and Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38083","
                    GPs at this practice
                    5"," and 2 female GPs
                    
                "
"8315",36781,NA,NA,"YES","8351","Dr Crosfield C E & Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36781","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                        Additional languages spoken
                        French, Afrikaans, German
                    
                "
"8316",44125,NA,NA,"YES","11162","Park Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44125","        
            Additional information
            Some Nurse appointments are scheduled from 8.00am. Patients will need to check in using the automated screen.
        ",NA
"8317",41378,NA,NA,"YES","10226","STATION VIEW MEDICAL CENTRE",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41378","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"8318",37274,NA,NA,"YES","2312","Gatehouse (Health) Ltd",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37274","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"8319",38828,NA,NA,"YES","13383","Littlebourne Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38828","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"8320",36862,NA,NA,"YES","13467","Bishopgate Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36862","
                    GPs at this practice
                    3"," and 5 female GPs
                    
                "
"8321",38590,NA,NA,"NO","12340","The Gatehouse Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38590","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"8322",35155,NA,NA,"YES","13383","Canterbury Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35155","
                    GPs at this practice
                    4"," and 3 female GPs
                    
                        Additional languages spoken
                        Italian
                    
                "
"8323",35687,NA,NA,"YES","15334","Ferryhill & Chilton Medical Practice ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35687","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"8324",40201,NA,NA,"YES","13467","The Eden Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40201","
                    GPs at this practice
                    4"," and 1 female GPs
                    
                "
"8325",43438,NA,NA,"YES","10226","Station View Medical Centre@ The Eden Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43438","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"8326",44719,NA,NA,"NO","7168","Hamstreet Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44719","        
            Additional information
            Weekend Urgent Care Clinics available ONLY for patients registered at  Ivy Court, Tenterden, Woodchurch Surgery and Hamstreet Surgery. 

Urgent Care Walk-in clinics are being held on Saturday 09:00 - 12:00 at Ivy Court, Tenterden and Sunday 09:00 - 12:00 at Hamstreet Surgery.

The surgeries will be staffed by a GP, Nurse and Receptionist and will provide urgent healthcare for minor injuries and illnesses which patients feel cannot wait until Monday to be dealt with.  Serious or emergency cases should continue to access the A&E department at the William Harvey Hospital.


        ",NA
"8327",43242,NA,NA,"YES","8875","Birchington Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43242","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                        Additional languages spoken
                        Arabic, French, German
                    
                "
"8328",113074,NA,NA,"NO","9982","East Dean Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=113074","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"8329",39807,NA,NA,"YES","2219","Wynyard Road Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39807","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                        Additional languages spoken
                        Hindi, Urdu
                    
                "
"8330",41660,NA,NA,"NO","4833","Appleby Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41660","
                    GPs at this practice
                    2"," and 4 female GPs
                    
                "
"8331",43217,NA,NA,"YES","6080","Westfield Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43217","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"8332",36034,NA,NA,"YES","12236","Pevensey Bay Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36034","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                "
"8333",36869,NA,NA,"YES","10508","Green Street Clinic",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36869","        
            Additional information
            The GPs now start clinic on Wednesday morning at 7.30am and our evening clinics  offered on Tuesday or Wednesday evening on rotation are now supported by a member of our practice nursing team. 
Please note these sessions are not intended as ‘walk-in’ or emergency sessions and only patients who have pre-booked their appointments will be seen. 
During these extended hours only reception cover is offered, we are therefore unable to assist with appointment bookings, prescription requests or test results during this time.
Emergency treatment for patients who cannot wait until the surgery re-opens may use the NHS 111 service.  This is available free of charge from all landlines and mobile networks.
        ",NA
"8334",38335,NA,NA,"YES","3231","The Patel Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38335","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
